Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	line	line_num	parse	parse_human2
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	What milk fed thee first at what bosom?	(47, 6)	wswwswwsw	w|s|ww|s|ww|s|w
dimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	What sins gave thee suck?	(48, 6)	wswws	w|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	We shift and bedeck and bedrape us,	(49, 7)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Thou art noble and nude and antique;	(50, 7)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Libitina thy mother, Priapus	(51, 7)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Thy father, a Tuscan and Greek.	(52, 7)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	We play with light loves in the portal,	(53, 7)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	And wince and relent and refrain;	(54, 7)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Loves die, and we know thee immortal,	(55, 7)	wswwswwsw	w|s|ww|s|ww|s|w
dimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Our Lady of Pain.	(56, 7)	wswws	w|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Fruits fail and love dies and time ranges;	(57, 8)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Thou art fed with perpetual breath,	(58, 8)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	And alive after infinite changes,	(59, 8)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	And fresh from the kisses of death;	(60, 8)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Of languors rekindled and rallied,	(61, 8)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Of barren delights and unclean,	(62, 8)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Things monstrous and fruitless, a pallid	(63, 8)	wswwswwsw	w|s|ww|s|ww|s|w
dimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	And poisonous queen.	(64, 8)	wswws	w|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Could you hurt me, sweet lips, though I hurt you?	(65, 9)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Men touch them, and change in a trice	(66, 9)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	The lilies and languors of virtue	(67, 9)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	For the raptures and roses of vice;	(68, 9)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Those lie where thy foot on the floor is,	(69, 9)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	These crown and caress thee and chain,	(70, 9)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	O splendid and sterile Dolores,	(71, 9)	wswwswwsw	w|s|ww|s|ww|s|w
dimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Our Lady of Pain.	(72, 9)	wswws	w|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	There are sins it may be to discover,	(73, 10)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	There are deeds it may be to delight.	(74, 10)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	What new work wilt thou find for thy lover,	(75, 10)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	What new passions for daytime or night?	(76, 10)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	What spells that they know not a word of	(77, 10)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Whose lives are as leaves overblown?	(78, 10)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	What tortures undreamt of, unheard of,	(79, 10)	wswwswwsw	w|s|ww|s|ww|s|w
dimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Unwritten, unknown?	(80, 10)	wswws	w|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Ah beautiful passionate body	(81, 11)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	That never has ached with a heart!	(82, 11)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	On thy mouth though the kisses are bloody,	(83, 11)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Though they sting till it shudder and smart,	(84, 11)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	More kind than the love we adore is,	(85, 11)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	They hurt not the heart or the brain,	(86, 11)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	O bitter and tender Dolores,	(87, 11)	wswwswwsw	w|s|ww|s|ww|s|w
dimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Our Lady of Pain.	(88, 11)	wswws	w|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	As our kisses relax and redouble,	(89, 12)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	From the lips and the foam and the fangs	(90, 12)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Shall no new sin be born for men's trouble,	(91, 12)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	No dream of impossible pangs?	(92, 12)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	With the sweet of the sins of old ages	(93, 12)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Wilt thou satiate thy soul as of yore?	(94, 12)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Too sweet is the rind, say the sages,	(95, 12)	wswwswwsw	w|s|ww|s|ww|s|w
dimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Too bitter the core.	(96, 12)	wswws	w|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Hast thou told all thy secrets the last time,	(97, 13)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	And bared all thy beauties to one?	(98, 13)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	Ah, where shall we go then for pastime,	(99, 13)	wswwswwsw	w|s|ww|s|ww|s|w
trimeter	anapestic	Z200502489	Charles Algernon Swinburne	Dolores (Notre-Dame des Sept Douleurs)	1866.0	If the worst that can be has been done?	(100, 13)	wwswwswws	ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	How sweet 'tis to rove at the close of the day,	(1, 1)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	O'er daisy-clad meads, by a soft murm'ring rill,	(2, 1)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	When the thrush from the brake pours his evening love lay,	(3, 1)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	And Sol's parting beams tinge the furze-cover'd hill;	(4, 1)	wwswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	When the rustic's loud laugh tells a heart void of care,	(5, 1)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	With the maid of his bosom delighted to roam;	(6, 1)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	When eager the joys of his cottage to share,	(7, 1)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	The labourer wearied, thinks long for his home.	(8, 1)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Now wrapt up in mist is the mountain's steep brow;	(9, 2)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	No longer the din of the village is heard;	(10, 2)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Now lost is the landscape, late beauteous to view;	(11, 2)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	No sound strikes the ear, save one sorrowful bird:	(12, 2)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	'Tis the partridge's wail, for his far-distant mate	(13, 2)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Let man learn affection from each feather'd pair,	(14, 2)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	And reflect on the days he has spent, ere too late;	(15, 2)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Still thankful, midst sorrows, for blessings that were.	(16, 2)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	In life's rosy morn, full of frolic and joy,	(17, 3)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Light-hearted, in quest of new pleasures we fly,	(18, 3)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Till noon brings its cares, many a hope to destroy,	(19, 3)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	And the thoughts of the past will oft force a deep sigh:	(20, 3)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Eve steals on apace, and oft finds us in tears,	(21, 3)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	For in friendship, in love, constant changes we see;	(22, 3)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	Each wound of the heart deeper grows with our years,	(23, 3)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z300260681	Robert Anderson	Evening	c. 1820	And the evening of life's seldom tranquil or free.	(24, 3)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	To you the chief Grievance and Plague of the Time,	(1, 1)	wswwswwswws	ws|wws|wws|wws
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	Heavy Thrashers of Prose, and Tormentors of Rhime.	(2, 1)	wwswwswwswws	wws|wws|wws|wws
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	You Play-Wights and Authors, with all their Attendance,	(3, 1)	wswwswwswwsw	ws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	The Locusts of Egypt were a civiller Vengeance.	(4, 1)	wswwswwwswwsw	ws|wws|ww(w)s|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	From him who each Action o'th' Publick misconstrues,	(5, 2)	wswwswwswsws	ws|wws|wws|wws
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	To the Makers of Devils, and Sermons, and Monsters;	(6, 2)	wwswwswwswwsw	ws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	Than whom there's no Vulture discover can further,	(7, 2)	wswwswwswwsw	wws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	By Instinct, the Approach of Dire Battle and Murder.	(8, 2)	wswwwswwswwsw	ws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	To each politick Stroker, or hungry Backbiter,	(9, 3)	swswwswwswwsw	wws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	From the Bawdy Song-Scribler, to the Godly Book-Writer:	(10, 3)	wwswwswwwswwsw	wws|wws|ww(w)s|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	Be their Works or their Fortunes, or lucky, or scurvy;	(11, 3)	wwswwswwswwsw	wws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	From great Mr. Bays down to little Mr. Dy.	(12, 3)	wswwswwswsws	ws|wws|wws|ww(w)s
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	To Satyrical Dick, who has us'd us so kindly,	(13, 4)	wwswwswwswwsw	wws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	Though I hope, Mr. Author, to ben't far behind you:	(14, 4)	wwswwswwswwsw	wws|wws|wws|wws|w
tetrameter	anapestic	Z200259501	Richard Ames	The Drawer's Dedication	1691.0	And 'twere best that your Back you'd prepare for a humming,	(15, 4)	wwswwswwswwsw	wws|wws|wws|wws|w
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Oh, say not, my love, with that mortified air,	(1, 1)	wswwswwswws	ws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	That your spring-time of pleasure is flown,	(2, 1)	wwswwswws	wws|wws|wws
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Nor bid me to maids that are younger repair,	(3, 1)	wswwswwswws	ws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	For those raptures that still are thine own.	(4, 1)	wwswwswws	wws|wws|wws
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Though April his temples may wreathe with the vine,	(5, 2)	wswwswwswws	ws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Its tendrils in infancy curl'd,	(6, 2)	wswwswws	ws|wws|wws
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	'Tis the ardour of August matures us the wine,	(7, 2)	wwswwswwswws	wws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Whose life-blood enlivens the world.	(8, 2)	wswwswws	ws|wws|wws
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Though thy form, that was fashion'd as light as a fay's,	(9, 3)	wwswwswwswws	wws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Has assumed a proportion more round,	(10, 3)	wwswwswws	wws|wws|wws
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	And thy glance, that was bright as a falcon's at gaze	(11, 3)	wwswwswwswws	wws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Looks soberly now on the ground,	(12, 3)	wswwswws	ws|wws|wws
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Enough, after absence to meet me again,	(13, 4)	wswwswwswws	ws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Thy steps still with ecstasy move;	(14, 4)	wswwswws	ws|wws|wws
tetrameter	anapestic	Z300629948	Walter Scott	Song	c. 1810	Enough, that those dear sober glances retain	(15, 4)	wswwswwswws	ws|wws|wws|wws
trimeter	anapestic	Z300629948	Walter Scott	Song	c. 1810	For me the kind language of love.	(16, 4)	wswwswws	ws|wws|wws
tetrameter	iambic	Z200293090				O, my luve is like a red, red rose,	(1, 1)	swswswsws	ww|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				That's newly sprung in June.	(2, 1)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200293090				O, my luve is like the melodie,	(3, 1)	swswswsws	ww|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				That's sweetly play'd in tune.	(4, 1)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200293090				As fair art thou, my bonie lass,	(5, 2)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				So deep in luve am I,	(6, 2)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200293090				And I will luve thee still, my dear,	(7, 2)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				Till a' the seas gang dry.	(8, 2)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200293090				Till a' the seas gang dry, my dear,	(9, 3)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				And the rocks melt wi' the sun!	(10, 3)	wwsswws	ww|s|w|s|w|s
tetrameter	iambic	Z200293090				And I will luve thee still, my dear,	(11, 3)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				While the sands o' life shall run.	(12, 3)	wwswsws	ww|s|w|s|w|s
tetrameter	iambic	Z200293090				And fare thee weel, my only luve,	(13, 4)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				And fare thee weel a while!	(14, 4)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200293090				And I will come again, my luve,	(15, 4)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200293090				Tho' it were ten thousand mile!	(16, 4)	swwswws	ww|s|w|s|w|s
tetrameter	iambic	Z200139523				Pure spirit! O where art thou now!	(1, 1)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				O whisper to my soul!	(2, 1)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				O let some soothing thought of thee,	(3, 1)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				This bitter grief controul!	(4, 1)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				'Tis not for thee the tears I shed,	(5, 2)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Thy sufferings now are o'er;	(6, 2)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				The sea is calm, the tempest past,	(7, 2)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				On that eternal shore.	(8, 2)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				No more the storms that wrecked thy peace	(9, 3)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Shall tear that gentle breast;	(10, 3)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Nor Summer's rage, nor Winter's cold,	(11, 3)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Thy poor, poor frame molest.	(12, 3)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Thy peace is sealed, thy rest is sure,	(13, 4)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				My sorrows are to come;	(14, 4)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Awhile I weep and linger here,	(15, 4)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Then follow to the tomb.	(16, 4)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				And is the awful veil withdrawn,	(17, 5)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				That shrouds from mortal eyes,	(18, 5)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				In deep impenetrable gloom,	(19, 5)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				The secrets of the skies?	(20, 5)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				O, in some dream of visioned bliss,	(21, 6)	swwswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Some trance of rapture, show	(22, 6)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Where, on the bosom of thy God,	(23, 6)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Thou rest'st from human woe!	(24, 6)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Thence may thy pure devotion's flame	(25, 7)	swwswsws	s|ww|s|w|s|w|s
trimeter	iambic	Z200139523				On me, on me descend;	(26, 7)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				To me thy strong aspiring hopes,	(27, 7)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Thy faith, thy fervours lend.	(28, 7)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Let these my lonely path illume,	(29, 8)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				And teach my weakened mind	(30, 8)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				To welcome all that's left of good,	(31, 8)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				To all that's lost resigned.	(32, 8)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Farewell! With honour, peace, and love,	(33, 9)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				Be thy dear memory blest!	(34, 9)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z200139523				Thou hast no tears for me to shed,	(35, 9)	wswswsws	w|s|w|s|w|s|w|s
trimeter	iambic	Z200139523				When I too am at rest.	(36, 9)	wswsws	w|s|w|s|w|s
tetrameter	iambic	Z300463834				Happy the man, whose wish and care	(1, 1)	swwswsws	s|ww|s|w|s|w|s
tetrameter	iambic	Z300463834				A few paternal acres bound,	(2, 1)	wswswsws	w|s|w|s|w|s|w|s
tetrameter	iambic	Z300463834				Content to breathe his native air,	(3, 1)	wswswsws	w|s|w|s|w|s|w|s
dimeter	iambic	Z300463834				In his own ground.	(4, 1)	wsws	w|s|w|s
tetrameter	iambic	Z300463834				Whose herds with milk, whose fields with bread,	(5, 2)	wswswsws	w|s|w|s|w|s|w|s
tetrameter	iambic	Z300463834				Whose flocks supply him with attire,	(6, 2)	wswswsws	w|s|w|s|w|s|w|s
tetrameter	iambic	Z300463834				Whose trees in summer yield him shade,	(7, 2)	wswswsws	w|s|w|s|w|s|w|s
dimeter	iambic	Z300463834				In winter fire.	(8, 2)	wsws	w|s|w|s
tetrameter	iambic	Z300463834				Blest, who can unconcern'dly find,	(9, 3)	swwswsws	s|ww|s|w|s|w|s
tetrameter	iambic	Z300463834				Hours, days and years slide soft away,	(10, 3)	swwswsws	w|s|w|s|w|s|w|s
tetrameter	iambic	Z300463834				In health of body, peace of mind,	(11, 3)	wswswsws	w|s|w|s|w|s|w|s
dimeter	iambic	Z300463834				Quiet by day,	(12, 3)	swws	s|ww|s
tetrameter	iambic	Z300463834				Sound sleep by night; study and ease,	(13, 4)	wswsswws	w|s|w|ss|ww|s
tetrameter	iambic	Z300463834				Together mixt; sweet recreation;	(14, 4)	wswswswsw	w|s|w|s|w|s|w|s|w
tetrameter	iambic	Z300463834				And innocence which most does please,	(15, 4)	wswswsws	w|s|w|s|w|s|w|s
dimeter	iambic	Z300463834				With meditation.	(16, 4)	wswsw	w|s|w|s|w
tetrameter	iambic	Z300463834				Thus let me live, unseen, unknown,	(17, 5)	swwswsws	w|s|w|s|w|s|w|s
tetrameter	iambic	Z300463834				Thus unlamented let me die,	(18, 5)	swwswsws	w|s|w|s|w|s|w|s
